education,experience,industry,interest,location,lookin4,offer,skill,uid
,,"12,15,70",,"Paris Area, France","A New Job,Industry Expertise,I am hiring","Exchange of Ideas,Consultancy Work,Socializing,Mentorship",,59f70e632706222d006f2abf
,,"12,114,70",,"Paris Area, France","A New Job,I am hiring,Professional Networking","Mentorship,Socializing",,59f70e652706222d006f2ac0
,,130,,"Paris Area, France","Exchange of Ideas,A New Job,Business Partner","Exchange of Ideas,Investment Opportunity,Mentorship",,59f70e672706222d006f2ac1
,,"12,15,70",,"Rouen Area, France","A New Job,A Mentor,Exchange of Ideas,Industry Expertise,Professional Networking","Business Partner,Exchange of Ideas,Services/Products,Socializing,Co-founders",,59f70e682706222d006f2ac2
,,"12,124,17,68,70",,"Lyon Area, France","A New Job,I am hiring,Professional Networking","Consultancy Work,Mentorship,Socializing",,59f70e6a2706222d006f2ac3
,,"110,124,100,131",,"Stockholm, Sweden","A Mentor,Funding,I am hiring","Exchange of Ideas,Investment,Job Positions,Mentorship",,59f70e6c2706222d006f2ac4
,,"12,70",,Antony,"A New Job,I am hiring,Exchange of Ideas","Exchange of Ideas,Mentorship,Services/Products",,59f70e6e2706222d006f2ac5
,,70,,"Paris Area, France","Service/Product Providers,I am hiring,A New Job","Exchange of Ideas,Services/Products",,59f70e6f2706222d006f2ac6
,,19,,"Paris Area, France",A Mentor,Industry Expertise,,59f70e712706222d006f2ac7
,,"12,15,70",,"Paris Area, France","A New Job,Exchange of Ideas,Service/Product Providers,I am hiring","Exchange of Ideas,Socializing,Consultancy Work",,59f70e732706222d006f2ac8
,,"6,111",,"Paris Area, France",A New Job,Consultancy Work,,59f70e742706222d006f2ac9
,,"148,75,84,96,74,37,57,100,107,79,98,144,59",,"Paris Area, France","A New Job,Exchange of Ideas,Professional Networking,Service/Product Providers,I am hiring",Socializing,,59f70e762706222d006f2aca
,,"70,15",,"Le Havre Area, France","Exchange of Ideas,I am hiring,Service/Product Providers,Industry Expertise","Exchange of Ideas,Services/Products,Mentorship",,59f70e782706222d006f2acb
,,"70,103,78,57,124",,"Paris Area, France",A New Job,Industry Expertise,,59f70e7b2706222d006f2acc
,,"12,14,70",,"Paris Area, France","A New Job,Exchange of Ideas,I am hiring,Professional Networking","Exchange of Ideas,Mentorship,Socializing",,59f70e7d2706222d006f2acd
,,"70,12,114,15,14",,"Le Havre Area, France","A New Job,Business Partner,Industry Expertise,I am hiring,Service/Product Providers","Industry Expertise,Consultancy Work",,59f70e7f2706222d006f2ace
,,"6,111",,"Paris Area, France",A New Job,Co-founders,,59f70e832706222d006f2acf
,,"70,12,68,15",,"Paris Area, France","A New Job,I am hiring,Service/Product Providers","Exchange of Ideas,Consultancy Work,Services/Products,Socializing",,59f70e852706222d006f2ad0
,,"12,68,15,70",,"Paris Area, France","A New Job,I am hiring,Exchange of Ideas","Socializing,Exchange of Ideas,Mentorship",,59f70e872706222d006f2ad1
,,"70,12,54,18,15",,"Paris Area, France","A New Job,I am hiring,Funding","Mentorship,Socializing",,59f70e892706222d006f2ad2
,,"70,12,18,23,15",,"Paris Area, France","A New Job,Industry Expertise,I am hiring","Socializing,Exchange of Ideas",,59f70e8a2706222d006f2ad3
,,"12,54,114,70",,"Paris Area, France",A New Job,"Socializing,Exchange of Ideas",,59f70e8c2706222d006f2ad4
,,"137,32,34",,"Paris Area, France","Exchange of Ideas,A New Job","Consultancy Work,Exchange of Ideas,Freelancing,Job Positions,Mentorship,Services/Products",,59f70e8e2706222d006f2ad5
,,"34,50",,"Paris Area, France",A Mentor,Industry Expertise,,59f70e902706222d006f2ad6
,,"12,14,15,70",,"Paris Area, France","A New Job,Industry Expertise,I am hiring",Exchange of Ideas,,59f70e922706222d006f2ad7
,,"12,18,14,17,15,70",,"Paris Area, France","A New Job,A Mentor,Exchange of Ideas","Consultancy Work,Exchange of Ideas,Freelancing,Industry Expertise,Investment",,59f70e942706222d006f2ad8
,,"125,127,12,54,18,99,69,132,140,68,113,15,70,103",,"Paris Area, France","A New Job,Business Partner,Clients,Exchange of Ideas,Funding,Projects,Professional Networking,I am hiring","Business Partner,Co-founders,Exchange of Ideas,Freelancing,Socializing,Services/Products,Professional Networking,Mentorship",,59f70e962706222d006f2ad9
,,"12,68",,"Paris Area, France","A New Job,Exchange of Ideas,I am hiring,Professional Networking,Service/Product Providers","Services/Products,Socializing",,59f70e982706222d006f2ada
,,12,,"Paris Area, France",I am hiring,Socializing,,59f70e992706222d006f2adb
,,"70,12,14,15",,"Paris Area, France","A New Job,Exchange of Ideas,Service/Product Providers,A Mentor","Consultancy Work,Exchange of Ideas,Socializing",,59f70e9b2706222d006f2adc
,,"12,69,70",,"Paris Area, France","Exchange of Ideas,I am hiring","Exchange of Ideas,Mentorship,Socializing",,59f70e9d2706222d006f2add
,,"70,12,6",,"Rouen Area, France","A New Job,A Mentor,Business Partner,Co-founders,I am hiring","Exchange of Ideas,Socializing,Mentorship,Job Positions",,59f70e9f2706222d006f2ade
,,"15,14,12",,"Bordeaux Area, France","A Mentor,Industry Expertise,Co-founders,I am hiring,Professional Networking","Socializing,Mentorship,Exchange of Ideas,Services/Products",,59f70ea12706222d006f2adf
,,6,,"Paris Area, France",A New Job,Co-founders,,59f70ea22706222d006f2ae0
,,"70,102",,"Paris Area, France","A New Job,Exchange of Ideas,I am hiring","Mentorship,Exchange of Ideas",,59f70ea42706222d006f2ae1
,,"12,97,100,15,70",,"Paris Area, France","A New Job,Exchange of Ideas,I am hiring,Professional Networking,Service/Product Providers","Consultancy Work,Freelancing,Mentorship,Services/Products,Socializing",,59f70ea62706222d006f2ae2
,,"12,14,70",,"Paris Area, France","Exchange of Ideas,I am hiring,Professional Networking,Service/Product Providers","Exchange of Ideas,Mentorship,Services/Products",,59f70ea82706222d006f2ae3
,,"12,14,15,70",,Paris,"A New Job,I am hiring,Professional Networking,Industry Expertise,A Mentor,Service/Product Providers","Socializing,Services/Products,Consultancy Work",,59f70eaa2706222d006f2ae4
,,"70,12,148,14,15",,"Paris Area, France","Service/Product Providers,A Mentor,Exchange of Ideas,I am hiring,Professional Networking","Exchange of Ideas,Services/Products",,59f70eac2706222d006f2ae5
,,"12,70,78",,"Paris Area, France","Investment Opportunities,A Mentor,I am hiring,Business Partner","Investment Opportunity,Exchange of Ideas,Industry Expertise,Mentorship,Professional Networking",,59f70ead2706222d006f2ae6
,,"70,114,17,80,96",,"Paris Area, France","Internship,Professional Networking,Clients","Internship,Investment,Job Positions",,59f70eaf2706222d006f2ae7
,,"70,12,96",,"Paris Area, France","A New Job,A Mentor,Exchange of Ideas,Professional Networking","Exchange of Ideas,Mentorship,Socializing,Services/Products,Freelancing",,59f70eb12706222d006f2ae8
,,70,,"Paris Area, France","Business Partner,Co-founders,A New Job,Funding","Socializing,Exchange of Ideas,Mentorship",,59f70eb32706222d006f2ae9
,,"12,14,139,15,70",,"Paris Area, France","A New Job,I am hiring,Professional Networking,Service/Product Providers,Business Partner","Mentorship,Socializing,Consultancy Work",,59f70eb52706222d006f2aea
,,"70,12,112,17",,"Paris Area, France","A New Job,Exchange of Ideas,I am hiring,Service/Product Providers","Services/Products,Socializing,Mentorship",,59f70eb82706222d006f2aeb
,,"70,4",,"Paris Area, France","I am hiring,Professional Networking,Exchange of Ideas,A Mentor,Business Partner","Consultancy Work,Exchange of Ideas,Services/Products,Freelancing,Socializing",,59f70eba2706222d006f2aec
,,"15,12,18",,"Paris Area, France","Exchange of Ideas,Service/Product Providers,Professional Networking,Co-founders","Socializing,Exchange of Ideas,Consultancy Work",,59f70ebc2706222d006f2aed
,,"12,70",,"Paris Area, France","A New Job,I am hiring,Service/Product Providers","Consultancy Work,Freelancing,Socializing,Services/Products,Mentorship",,59f70ebd2706222d006f2aee
,,"70,12",,Luxembourg,"Clients,Funding,Internship,I am hiring,A Mentor","Exchange of Ideas,Internship,Mentorship,Professional Networking",,59f70ebf2706222d006f2aef
,,"70,12,14,15",,"Paris Area, France",A New Job,"Exchange of Ideas,Socializing",,59f70ec22706222d006f2af0
,,"70,12,124,14,15",,"Paris Area, France","A New Job,Exchange of Ideas,Industry Expertise,I am hiring,Service/Product Providers","Exchange of Ideas,Mentorship,Socializing,Professional Networking",,59f70ec42706222d006f2af1
,,"54,18,114,57",,"Paris Area, France","A New Job,I am hiring",Socializing,,59f70ec72706222d006f2af2
,,"114,54,18,70",,"Paris Area, France","A New Job,I am hiring,Exchange of Ideas","Exchange of Ideas,Socializing",,59f70ec92706222d006f2af3
,,"12,54",,Paris,"A New Job,I am hiring,Professional Networking","Socializing,Mentorship,Investment Opportunity",,59f70ecb2706222d006f2af4
,,"68,69",,"Paris Area, France",Business Partner,Services/Products,,59f70ecf2706222d006f2af6
,,12,,"Paris Area, France",Investment Opportunities,"Investment Opportunity,Freelancing",,59f70ed12706222d006f2af7
,,"12,124,100,15,70",,"Paris Area, France","Exchange of Ideas,I am hiring","Exchange of Ideas,Mentorship,Socializing",,59f70ed32706222d006f2af8
,,"70,12,14,68,15",,"Paris Area, France","A New Job,I am hiring,Industry Expertise","Consultancy Work,Industry Expertise,Investment Opportunity",,59f70ed42706222d006f2af9
,,"125,12,70,15","Books(mainly thrillers) - Music (learning piano) - ",Paris,"Service/Product Providers,A Mentor,Professional Networking,Socializing","Mentorship,Services/Products",,59f70ed62706222d006f2afa
,,"70,12",,France,"A New Job,Exchange of Ideas,Funding,Industry Expertise,I am hiring","Mentorship,Socializing,Freelancing,Business Partner,Consultancy Work",,59f70ed82706222d006f2afb
,,"12,124,14,31,15,70",,"Paris Area, France",A New Job,Socializing,,59f70eda2706222d006f2afc
,,"68,113,70,59",,"Oslo Area, Norway","A New Job,A Mentor,Business Partner,Exchange of Ideas,Funding,Internship","Business Partner,Consultancy Work,Exchange of Ideas,Freelancing",,59f70edc2706222d006f2afd
,,"12,18,15,70",,"Paris Area, France","A New Job,A Mentor,Exchange of Ideas,I am hiring","Exchange of Ideas,Socializing",,59f70ede2706222d006f2afe
,,"128,80,126,35,113",,"Marseille Area, France","I am hiring,Clients,Professional Networking,Service/Product Providers","Freelancing,Mentorship,Professional Networking,Services/Products,Socializing",,59f70ee02706222d006f2aff
,,"47,125,120,94,127",,"Berlin Area, Germany",Business Partner,Business Partner,,59f70ee22706222d006f2b00
,,"36,99,38,140,126,35,81,136,33",,Qatar,"I am hiring,Service/Product Providers,Exchange of Ideas,Professional Networking","Exchange of Ideas,Freelancing,Mentorship,Services/Products,Professional Networking",,59f70ee32706222d006f2b01
,,"12,15,70",,"Paris Area, France","A New Job,A Mentor,Exchange of Ideas,I am hiring","Exchange of Ideas,Mentorship",,59f70ee52706222d006f2b02
,,"79,98,107,72,148,75",,Washington D.C. Metro Area,"Industry Expertise,A New Job,Service/Product Providers,I am hiring,Clients","Co-founders,Consultancy Work,Exchange of Ideas,Industry Expertise,Mentorship,Socializing",,59f70ee72706222d006f2b03
,,69,,"Paris Area, France",Investment Opportunities,Professional Networking,,59f70ee92706222d006f2b04
,,"138,91,110,122,44",,"Paris Area, France","Funding,Business Partner,Industry Expertise,I am hiring","Consultancy Work,Professional Networking",,59f70eeb2706222d006f2b05
,,"91,44,27,32,34,110",,"Paris Area, France","Exchange of Ideas,Funding,Industry Expertise,I am hiring","Exchange of Ideas,Mentorship,Services/Products,Investment Opportunity,Investment,Professional Networking",,59f70eed2706222d006f2b06
,,41,,"Paris Area, France","A New Job,Business Partner,A Mentor,I am hiring","Consultancy Work,Exchange of Ideas,Industry Expertise,Job Positions,Services/Products",,59f70eee2706222d006f2b07
,,"124,17",,"Paris Area, France","Investment Opportunities,Funding,Clients,Business Partner,I am hiring,Professional Networking","Consultancy Work,Investment,Investment Opportunity,Mentorship",,59f70ef02706222d006f2b08
,,"19,18,99,74",,France,"A New Job,I am hiring,Service/Product Providers","Consultancy Work,Socializing,Services/Products,Freelancing",,59f70ef32706222d006f2b09
,,"99,28,126,115,39",,Greater New York City Area,"A Mentor,Business Partner,Clients,Funding,Industry Expertise,Investment Opportunities,I am hiring,Professional Networking,Service/Product Providers","Business Partner,Consultancy Work,Exchange of Ideas,Freelancing,Mentorship,Services/Products,Socializing",,59f70ef52706222d006f2b0a
,,127,,"Paris Area, France",Business Partner,Freelancing,,59f70ef72706222d006f2b0b
,,80,,"Paris Area, France","Clients,A Mentor,I am hiring,Professional Networking","Consultancy Work,Exchange of Ideas,Freelancing,Socializing",,59f70ef92706222d006f2b0c
,,19,,"Rennes Area, France",A New Job,Co-founders,,59f70efa2706222d006f2b0d
,,96,,"Paris Area, France","A New Job,Professional Networking,I am hiring","Business Partner,Consultancy Work,Exchange of Ideas,Mentorship",,59f70efc2706222d006f2b0e
,,19,,"Reims Area, France",Professional Networking,Industry Expertise,,59f70efe2706222d006f2b0f
,,128,,United Kingdom,"Service/Product Providers,Professional Networking,Exchange of Ideas,A New Job","Services/Products,Socializing,Internship,Exchange of Ideas",,59f70f002706222d006f2b10
,,"125,94,19,127,120",,"Paris Area, France","Co-founders,Business Partner","Freelancing,Consultancy Work",,59f70f012706222d006f2b11
,,47,,"Lille Area, France",A New Job,Business Partner,,59f70f032706222d006f2b12
,,"18,31,141,143,71",,"Paris Area, France","A New Job,I am hiring,Service/Product Providers","Business Partner,Mentorship,Services/Products",,59f70f052706222d006f2b13
,,"96,94,41,4,118",,"Metz Area, France","A New Job,Clients,Professional Networking","Exchange of Ideas,Freelancing,Investment Opportunity",,59f70f072706222d006f2b14
,,"4,101,96,6,46,80,113",,Paris,"Exchange of Ideas,Internship,Service/Product Providers,Investment Opportunities","Business Partner,Exchange of Ideas,Internship,Job Positions,Services/Products",,59f70f082706222d006f2b15
,,"42,47,41,129,43",,Groslay,"Business Partner,Clients,I am hiring","Business Partner,Investment,Internship,Mentorship,Consultancy Work",,59f70f0a2706222d006f2b16
,,19,,"Paris Area, France",A Mentor,Freelancing,,59f70f0c2706222d006f2b17
,,47,,"Paris Area, France",Business Partner,Business Partner,,59f70f0e2706222d006f2b18
,,"132,6,80,17",,"Paris Area, France","Clients,Exchange of Ideas,I am hiring,Professional Networking","Consultancy Work,Exchange of Ideas,Freelancing,Industry Expertise,Mentorship",,59f70f102706222d006f2b19
,,128,,Other,A New Job,Business Partner,,59f70f122706222d006f2b1a
,,"31,30",,"Paris Area, France","A New Job,A Mentor,Industry Expertise,Service/Product Providers,I am hiring","Business Partner,Exchange of Ideas,Freelancing,Mentorship,Services/Products",,59f70f142706222d006f2b1b
,,47,,"Imatra Area, Finland",I am hiring,Investment Opportunity,,59f70f162706222d006f2b1c
,,5,,"Paris Area, France","Exchange of Ideas,I am hiring,Service/Product Providers,A Mentor,Professional Networking","Exchange of Ideas,Services/Products,Freelancing,Job Positions,Mentorship",,59f70f182706222d006f2b1d
,,"24,25,138,28,134",,"Shenzhen, Guangdong, China",Clients,Professional Networking,,59f70f1a2706222d006f2b1e
,,"47,50,111",,"Paris Area, France","Business Partner,Clients,Exchange of Ideas,Internship,Funding,Professional Networking,Service/Product Providers,Projects","Business Partner,Exchange of Ideas,Freelancing,Internship,Investment,Consultancy Work,Industry Expertise",,59f70f1c2706222d006f2b1f
,,"134,6,71,32,33,20",,"Toulouse Area, France",Service/Product Providers,Business Partner,,59f70f1e2706222d006f2b20
,,75,,"Paris Area, France",Clients,Professional Networking,,59f70f202706222d006f2b21
,,96,,"Paris Area, France",I am hiring,"Exchange of Ideas,Job Positions,Investment",,59f70f222706222d006f2b22
,,"127,53,132",,"Paris Area, France","Service/Product Providers,Clients,Funding","Consultancy Work,Freelancing,Services/Products",,59f70f242706222d006f2b23
,,70,,"Paris Area, France",Service/Product Providers,Services/Products,,59f70f252706222d006f2b24
,,80,,"Berlin Area, Germany",I am hiring,Professional Networking,,59f70f272706222d006f2b25
,,"127,19,41,91,18",,"Paris Area, France","A New Job,Business Partner","Business Partner,Socializing",,59f70f292706222d006f2b26
,,4,,N/A,"A New Job,A Mentor,Co-founders,Exchange of Ideas,Funding","Co-founders,Exchange of Ideas,Freelancing",,59f70f2b2706222d006f2b27
,,"51,48,9,108",,Mauritius,"A New Job,Funding,Business Partner","Investment,Internship,Consultancy Work",,59f70f2d2706222d006f2b28
,,"4,69,132,68,96,74,97,108",,Russian Federation,"I am hiring,A New Job,A Mentor,Exchange of Ideas,Industry Expertise","Consultancy Work,Exchange of Ideas,Mentorship,Professional Networking,Socializing,Freelancing",,59f70f302706222d006f2b29
,,"59,89",,France,A New Job,"Professional Networking,Socializing",,59f70f322706222d006f2b2a
,,"110,34,31,80,142",,"Rome Area, Italy","A New Job,A Mentor,I am hiring","Consultancy Work,Exchange of Ideas,Freelancing,Mentorship,Services/Products,Socializing",,59f70f342706222d006f2b2b
,,"90,34,31,98,32",,"Paris Area, France","A New Job,I am hiring,Industry Expertise","Socializing,Exchange of Ideas,Mentorship",,59f70f362706222d006f2b2c
,,"96,3,4,5,70",,"Paris Area, France","A Mentor,Exchange of Ideas,I am hiring,Service/Product Providers,Investment Opportunities","Exchange of Ideas,Industry Expertise,Mentorship,Services/Products,Co-founders",,59f70f372706222d006f2b2d
,,"94,118,96",,"Marseille Area, France","A New Job,Business Partner,I am hiring,Service/Product Providers","Business Partner,Mentorship,Services/Products,Socializing",,59f70f392706222d006f2b2e
,,8,,France,"A New Job,Exchange of Ideas,I am hiring,Service/Product Providers","Consultancy Work,Exchange of Ideas,Professional Networking,Services/Products,Socializing",,59f70f3b2706222d006f2b2f
,,33,,"Milton Keynes, United Kingdom",Service/Product Providers,Exchange of Ideas,,59f70f3c2706222d006f2b30
,,47,,"Nice Area, France",A New Job,"Business Partner,Investment",,59f70f3f2706222d006f2b31
,,"94,125,127,50",,"Blackburn, United Kingdom",Clients,Exchange of Ideas,,59f70f432706222d006f2b32
,,"112,68,57",,Egypt,A New Job,Business Partner,,59f70f452706222d006f2b33
,,"86,80,137,57,144",,"London, United Kingdom","Internship,Funding,Business Partner,Co-founders,Exchange of Ideas,Industry Expertise","Exchange of Ideas,Investment,Socializing,Business Partner",,59f70f472706222d006f2b34
,,"47,109,91,43,134,116",,Vietnam,A New Job,"Freelancing,Investment Opportunity",,59f70f492706222d006f2b35
,,94,,Turkey,Exchange of Ideas,Investment Opportunity,,59f70f4b2706222d006f2b36
,,"47,36,49,118",,United Kingdom,"Service/Product Providers,Funding,A New Job,Business Partner,Clients,Co-founders","Business Partner,Freelancing,Internship,Investment Opportunity,Mentorship,Professional Networking",,59f70f4c2706222d006f2b37
,,"118,109,3,5",,"Lubbock, Texas Area",A New Job,Investment Opportunity,,59f70f4f2706222d006f2b38
,,41,,"Pau Area, France",A New Job,"Co-founders,Business Partner",,59f70f512706222d006f2b39
,,41,,"Paris Area, France",A New Job,Consultancy Work,,59f70f532706222d006f2b3a
,,47,,"Besançon Area, France",A New Job,Business Partner,,59f70f552706222d006f2b3b
,,47,,"Montpellier Area, France",Clients,Business Partner,,59f70f562706222d006f2b3c
,,127,,"Pau Area, France",A New Job,"Services/Products,Exchange of Ideas",,59f70f592706222d006f2b3d
,,53,,"Paris Area, France",Clients,Investment Opportunity,,59f70f5a2706222d006f2b3e
,,"125,111,50",,"Languedoc-Roussillon, France",A New Job,Exchange of Ideas,,59f70f5c2706222d006f2b3f
,,47,,"Lorient Area, France",A New Job,Business Partner,,59f70f5e2706222d006f2b40
,,53,,"Paris Area, France",,Investment Opportunity,,59f70f602706222d006f2b41
,,"24,4",,"Metz Area, France",Service/Product Providers,Services/Products,,59f70f622706222d006f2b42
,,50,,"Dartford, United Kingdom",Funding,Internship,,59f70f642706222d006f2b43
,,"125,12,36,110,76,124,80,17",,"Wroclaw, Lower Silesian District, Poland",A New Job,Socializing,,59f70f662706222d006f2b44
,,47,,France,Clients,Business Partner,,59f70f682706222d006f2b45
,,"12,54,3,70",,"Istanbul, Turkey","I am hiring,Exchange of Ideas","Services/Products,Job Positions",,59f70f6b2706222d006f2b46
,,109,,Kuwait,Service/Product Providers,Services/Products,,59f70f6d2706222d006f2b47
,,"118,4,96,6,80",,"London, United Kingdom","Clients,Professional Networking","Consultancy Work,Freelancing,Business Partner,Co-founders,Exchange of Ideas,Industry Expertise,Job Positions,Mentorship,Professional Networking",,59f70f6f2706222d006f2b48
,,"53,118,3,4,23",,"Breda Area, Netherlands",A New Job,Services/Products,,59f70f712706222d006f2b49
,,"53,54,25,34",,"Eindhoven Area, Netherlands",Exchange of Ideas,Socializing,,59f70f732706222d006f2b4a
,,"109,18,26,31",,"Norwich, United Kingdom",Service/Product Providers,Services/Products,,59f70f752706222d006f2b4b
,,"70,84,137",,United Kingdom,Service/Product Providers,Services/Products,,59f70f772706222d006f2b4c
,,"4,27,96",,United Kingdom,"I am hiring,Service/Product Providers","Services/Products,Mentorship",,59f70f792706222d006f2b4d
,,"24,112,43,6",,"Nottingham, United Kingdom","Exchange of Ideas,I am hiring","Exchange of Ideas,Industry Expertise,Job Positions,Services/Products",,59f70f7b2706222d006f2b4e
,,127,,"Sheffield, United Kingdom",A Mentor,Freelancing,,59f70f7d2706222d006f2b4f
,,"104,44",,"London, United Kingdom",Exchange of Ideas,Investment Opportunity,,59f70f7f2706222d006f2b50
,,80,,"Groningen Area, Netherlands",A New Job,Services/Products,,59f70f812706222d006f2b51
,,47,,"Edinburgh, United Kingdom",A New Job,Business Partner,,59f70f842706222d006f2b52
,,32,,"Bordeaux Area, France",Business Partner,"Business Partner,Exchange of Ideas",,59f70f862706222d006f2b53
,,120,,United Kingdom,Clients,Consultancy Work,,59f70f872706222d006f2b54
,,"19,111,125,120",,"Marseille Area, France","A New Job,Business Partner","Freelancing,Professional Networking",,59f70f892706222d006f2b55
,,"34,3,109,8,33",,"Paris Area, France",Exchange of Ideas,Exchange of Ideas,,59f70f8b2706222d006f2b56
,,"65,34,23",,"Strasbourg Area, France",A New Job,"Business Partner,Co-founders,Consultancy Work,Exchange of Ideas",,59f70f8d2706222d006f2b57
,,"99,80",,"Paris Area, France",A New Job,Investment Opportunity,,59f70f8f2706222d006f2b58
,,111,,"Corse, France",Business Partner,Industry Expertise,,59f70f902706222d006f2b59
,,53,,"Paris Area, France",A New Job,Internship,,59f70f922706222d006f2b5a
,,"5,96",,Nigeria,Service/Product Providers,Services/Products,,59f70f942706222d006f2b5b
,,47,,"Rennes Area, France",A New Job,Business Partner,,59f70f962706222d006f2b5c
,,47,,"Bordeaux Area, France",A New Job,Business Partner,,59f70f972706222d006f2b5d
,,"127,31",,"Paris Area, France",A New Job,Socializing,,59f70f992706222d006f2b5e
,,54,,"Luton, United Kingdom",A New Job,"Socializing,Professional Networking",,59f70f9b2706222d006f2b5f
,,"47,94",,"Paris Area, France","A New Job,A Mentor","Co-founders,Business Partner",,59f70f9d2706222d006f2b60
,,54,,"York, United Kingdom","I am hiring,Projects",Exchange of Ideas,,59f70f9e2706222d006f2b61
,,43,,"Paris Area, France",I am hiring,"Investment Opportunity,Mentorship",,59f70fa02706222d006f2b62
,,23,,"Quimper Area, France",I am hiring,Exchange of Ideas,,59f70fa22706222d006f2b63
,,31,,"Nancy Area, France",A New Job,Co-founders,,59f70fa32706222d006f2b64
,,"127,109,115",,"Grenoble Area, France",Service/Product Providers,Socializing,,59f70fa62706222d006f2b65
,,75,,"Dijon Area, France",Clients,"Professional Networking,Services/Products",,59f70fa82706222d006f2b66
,,47,,"Paris Area, France",A New Job,Business Partner,,59f70fa92706222d006f2b67
,,120,,"Saint-Étienne Area, France",Clients,Co-founders,,59f70fac2706222d006f2b68
,,128,,"Paris Area, France",Clients,Socializing,,59f70fae2706222d006f2b69
,,47,,"Leicester, United Kingdom",A New Job,Business Partner,,59f70fb02706222d006f2b6a
,,116,,France,A New Job,Exchange of Ideas,,59f70fb22706222d006f2b6b
,,92,,France,"Professional Networking,Service/Product Providers",Exchange of Ideas,,59f70fb42706222d006f2b6c
,,128,,"Orléans Area, France",Business Partner,Business Partner,,59f70fb62706222d006f2b6d
,,"120,127,50",,"Centre, France",A New Job,Consultancy Work,,59f70fb82706222d006f2b6e
,,"111,127",,"Bordeaux Area, France",Clients,Mentorship,,59f70fb92706222d006f2b6f
,,"47,19",,"Lyon Area, France",A New Job,Business Partner,,59f70fbc2706222d006f2b70
,,31,,"Paris Area, France",Service/Product Providers,Services/Products,,59f70fbd2706222d006f2b71
,,53,,France,"A New Job,A Mentor,Business Partner,Co-founders,Clients,Professional Networking","Business Partner,Co-founders,Exchange of Ideas,Internship,Investment Opportunity",,59f70fbf2706222d006f2b72
,,47,,"Paris Area, France",A New Job,Business Partner,,59f70fc12706222d006f2b73
,,82,,"Oxford, United Kingdom",I am hiring,"Exchange of Ideas,Industry Expertise,Job Positions,Mentorship",,59f70fc22706222d006f2b74
,,"4,132,30",,"Paris Area, France",A New Job,Services/Products,,59f70fc42706222d006f2b75
,,"4,118,109,5,3",,Greater Chicago Area,"A New Job,A Mentor,Exchange of Ideas,Professional Networking","Business Partner,Mentorship,Socializing",,59f70fc62706222d006f2b76
,,"127,115,37,35,33",,"Marseille Area, France",Professional Networking,Investment Opportunity,,59f70fc72706222d006f2b77
,,"116,92",,"Lyon Area, France",Service/Product Providers,Socializing,,59f70fc92706222d006f2b78
,,69,,"London, United Kingdom",I am hiring,Mentorship,,59f70fcb2706222d006f2b79
,,54,,"Paris Area, France",I am hiring,Services/Products,,59f70fcc2706222d006f2b7a
,,"4,96,80",,Greater San Diego Area,"Funding,Clients,Business Partner,I am hiring,Service/Product Providers","Exchange of Ideas,Industry Expertise,Job Positions,Professional Networking,Services/Products,Business Partner",,59f70fce2706222d006f2b7b
,,47,,"London, United Kingdom","A New Job,A Mentor",Business Partner,,59f70fd02706222d006f2b7c
,,"53,3",,"Liverpool, United Kingdom",Service/Product Providers,Mentorship,,59f70fd22706222d006f2b7d
,,"41,43,44",,Greater San Diego Area,"I am hiring,Exchange of Ideas,Clients","Internship,Professional Networking,Exchange of Ideas,Industry Expertise",,59f70fd52706222d006f2b7f
,,,,"Paris Area, France",Service/Product Providers,Job Positions,,59f70fd72706222d006f2b80
,,"94,53,112,135,147",,Mauritius,"Exchange of Ideas,Service/Product Providers,I am hiring,Industry Expertise","Business Partner,Consultancy Work,Services/Products,Job Positions",,59f70fd82706222d006f2b81
,,109,,"Metz Area, France",A New Job,Services/Products,,59f70fda2706222d006f2b82
,,9,,"Lyon Area, France",Service/Product Providers,Services/Products,,59f70fdc2706222d006f2b83
,,47,,"Preston, United Kingdom",A New Job,"Freelancing,Consultancy Work,Co-founders",,59f70fde2706222d006f2b84
,,"41,36,118,3,4",,"London, United Kingdom","Clients,Exchange of Ideas,Funding,Industry Expertise,Internship,I am hiring,Service/Product Providers","Mentorship,Services/Products,Professional Networking,Investment",,59f70fdf2706222d006f2b85
,,94,,"London, United Kingdom",A New Job,Consultancy Work,,59f70fe12706222d006f2b86
,,41,,"Besançon Area, France",Service/Product Providers,Services/Products,,59f70fe32706222d006f2b87
,,"127,111,120,19",,"Amsterdam Area, Netherlands",Clients,Mentorship,,59f70fe52706222d006f2b88
,,"127,125,19",,"London, United Kingdom",Co-founders,"Industry Expertise,Exchange of Ideas,Freelancing",,59f70fe72706222d006f2b89
,,47,,"Coventry, United Kingdom",A New Job,Business Partner,,59f70fe92706222d006f2b8a
,,47,,"Paris Area, France",A New Job,Business Partner,,59f70feb2706222d006f2b8b
,,47,,United Kingdom,Co-founders,Freelancing,,59f70fed2706222d006f2b8c
,,127,,"Saint-Étienne Area, France","Funding,Professional Networking",Internship,,59f70fef2706222d006f2b8d
,,47,,"Eindhoven Area, Netherlands",A New Job,Business Partner,,59f70ff12706222d006f2b8e
,,47,,"London, United Kingdom",Investment Opportunities,Business Partner,,59f70ff32706222d006f2b8f
,,125,,"Amsterdam Area, Netherlands",A New Job,Exchange of Ideas,,59f70ff52706222d006f2b90
